Run 1:Tid(s),Run 1:Illumination(lux),Run 2:Tid(s),Run 2:Illumination(lux),Run 3:Tid(s),Run 3:Illumination(lux),Run 4:Tid(s),Run 4:Illumination(lux),Run 5:Tid(s),Run 5:Illumination(lux)
0,42.21221923828125,0,38.08135986328125,0,38.08135986328125,0,23.236083984375,0,33.8214111328125
0.33329999999999999,42.21221923828125,0.33329999999999999,38.08135986328125,0.33329999999999999,35.8868408203125,0.33329999999999999,23.236083984375,0.33329999999999999,33.8214111328125
0.66659999999999997,42.21221923828125,0.66659999999999997,38.08135986328125,0.66659999999999997,35.8868408203125,0.66659999999999997,23.236083984375,0.66659999999999997,33.8214111328125
0.99990000000000001,42.21221923828125,0.99990000000000001,38.08135986328125,0.99990000000000001,38.08135986328125,0.99990000000000001,23.236083984375,0.99990000000000001,33.8214111328125
1.3331999999999999,42.21221923828125,1.3331999999999999,38.08135986328125,1.3331999999999999,35.8868408203125,1.3331999999999999,21.170654296875,1.3331999999999999,33.8214111328125
1.6664999999999999,42.21221923828125,1.6664999999999999,33.8214111328125,1.6664999999999999,35.8868408203125,1.6664999999999999,21.170654296875,1.6664999999999999,33.8214111328125
1.9998,42.21221923828125,1.9998,31.7559814453125,1.9998,38.08135986328125,1.9998,27.49603271484375,1.9998,33.8214111328125
2.3331,42.21221923828125,2.3331,27.49603271484375,2.3331,35.8868408203125,2.3331,31.7559814453125,2.3331,33.8214111328125
2.6663999999999999,42.21221923828125,2.6663999999999999,14.84527587890625,2.6663999999999999,35.8868408203125,2.6663999999999999,31.7559814453125,2.6663999999999999,33.8214111328125
2.9996999999999998,44.40673828125,2.9996999999999998,14.84527587890625,2.9996999999999998,38.08135986328125,2.9996999999999998,33.8214111328125,2.9996999999999998,33.8214111328125
3.3329999999999997,42.21221923828125,3.3329999999999997,21.170654296875,3.3329999999999997,35.8868408203125,3.3329999999999997,33.8214111328125,3.3329999999999997,33.8214111328125
3.6662999999999997,42.21221923828125,3.6662999999999997,33.8214111328125,3.6662999999999997,38.08135986328125,3.6662999999999997,33.8214111328125,3.6662999999999997,33.8214111328125
3.9996,42.21221923828125,3.9996,33.8214111328125,3.9996,35.8868408203125,3.9996,38.08135986328125,3.9996,33.8214111328125
4.3328999999999995,42.21221923828125,4.3328999999999995,33.8214111328125,4.3328999999999995,38.08135986328125,4.3328999999999995,33.8214111328125,4.3328999999999995,33.8214111328125
4.6661999999999999,42.21221923828125,4.6661999999999999,33.8214111328125,4.6661999999999999,35.8868408203125,4.6661999999999999,35.8868408203125,4.6661999999999999,33.8214111328125
4.9994999999999994,42.21221923828125,4.9994999999999994,33.8214111328125,4.9994999999999994,38.08135986328125,4.9994999999999994,35.8868408203125,4.9994999999999994,33.8214111328125
5.3327999999999998,40.14678955078125,5.3327999999999998,33.8214111328125,5.3327999999999998,35.8868408203125,5.3327999999999998,35.8868408203125,5.3327999999999998,33.8214111328125
5.6661000000000001,40.14678955078125,5.6661000000000001,33.8214111328125,5.6661000000000001,35.8868408203125,5.6661000000000001,33.8214111328125,5.6661000000000001,33.8214111328125
5.9993999999999996,33.8214111328125,5.9993999999999996,33.8214111328125,5.9993999999999996,38.08135986328125,5.9993999999999996,33.8214111328125,5.9993999999999996,33.8214111328125
6.3327,23.236083984375,6.3327,33.8214111328125,6.3327,35.8868408203125,6.3327,38.08135986328125,6.3327,33.8214111328125
6.6659999999999995,38.08135986328125,6.6659999999999995,33.8214111328125,6.6659999999999995,35.8868408203125,6.6659999999999995,33.8214111328125,6.6659999999999995,33.8214111328125
6.9992999999999999,35.8868408203125,6.9992999999999999,33.8214111328125,6.9992999999999999,35.8868408203125,6.9992999999999999,33.8214111328125,6.9992999999999999,33.8214111328125
7.3325999999999993,40.14678955078125,7.3325999999999993,33.8214111328125,7.3325999999999993,35.8868408203125,7.3325999999999993,33.8214111328125,7.3325999999999993,33.8214111328125
7.6658999999999997,40.14678955078125,7.6658999999999997,33.8214111328125,7.6658999999999997,38.08135986328125,7.6658999999999997,27.49603271484375,7.6658999999999997,33.8214111328125
7.9992000000000001,42.21221923828125,7.9992000000000001,38.08135986328125,7.9992000000000001,35.8868408203125,7.9992000000000001,16.91070556640625,7.9992000000000001,33.8214111328125
8.3324999999999996,42.21221923828125,8.3324999999999996,35.8868408203125,8.3324999999999996,35.8868408203125,8.3324999999999996,16.91070556640625,8.3324999999999996,33.8214111328125
8.6657999999999991,42.21221923828125,8.6657999999999991,38.08135986328125,8.6657999999999991,35.8868408203125,8.6657999999999991,33.8214111328125,8.6657999999999991,33.8214111328125
8.9991000000000003,42.21221923828125,8.9991000000000003,38.08135986328125,8.9991000000000003,35.8868408203125,8.9991000000000003,33.8214111328125,8.9991000000000003,33.8214111328125
9.3323999999999998,42.21221923828125,9.3323999999999998,35.8868408203125,9.3323999999999998,35.8868408203125,9.3323999999999998,33.8214111328125,9.3323999999999998,33.8214111328125
9.6656999999999993,42.21221923828125,9.6656999999999993,38.08135986328125,9.6656999999999993,35.8868408203125,9.6656999999999993,35.8868408203125,9.6656999999999993,33.8214111328125
9.9989999999999988,42.21221923828125,9.9989999999999988,38.08135986328125,9.9989999999999988,35.8868408203125,9.9989999999999988,35.8868408203125,9.9989999999999988,33.8214111328125
10.3323,42.21221923828125,10.3323,38.08135986328125,10.3323,35.8868408203125,10.3323,33.8214111328125,10.3323,33.8214111328125
10.6656,42.21221923828125,10.6656,38.08135986328125,10.6656,35.8868408203125,10.6656,35.8868408203125,10.6656,33.8214111328125
10.998899999999999,42.21221923828125,10.998899999999999,38.08135986328125,10.998899999999999,35.8868408203125,10.998899999999999,38.08135986328125,10.998899999999999,33.8214111328125
11.3322,42.21221923828125,11.3322,38.08135986328125,11.3322,35.8868408203125,11.3322,38.08135986328125,11.3322,33.8214111328125
11.6655,42.21221923828125,11.6655,38.08135986328125,11.6655,38.08135986328125,11.6655,35.8868408203125,11.6655,33.8214111328125
11.998799999999999,42.21221923828125,11.998799999999999,38.08135986328125,11.998799999999999,38.08135986328125,11.998799999999999,35.8868408203125,11.998799999999999,33.8214111328125
12.332099999999999,42.21221923828125,12.332099999999999,38.08135986328125,12.332099999999999,38.08135986328125,12.332099999999999,35.8868408203125,12.332099999999999,33.8214111328125
12.6654,42.21221923828125,12.6654,38.08135986328125,12.6654,35.8868408203125,12.6654,35.8868408203125,12.6654,33.8214111328125
12.998699999999999,42.21221923828125,12.998699999999999,40.14678955078125,12.998699999999999,38.08135986328125,12.998699999999999,33.8214111328125,12.998699999999999,33.8214111328125
13.331999999999999,42.21221923828125,13.331999999999999,40.14678955078125,13.331999999999999,35.8868408203125,13.331999999999999,35.8868408203125,13.331999999999999,33.8214111328125
13.6653,42.21221923828125,13.6653,40.14678955078125,13.6653,38.08135986328125,13.6653,35.8868408203125,13.6653,33.8214111328125
13.9986,42.21221923828125,13.9986,38.08135986328125,13.9986,35.8868408203125,13.9986,35.8868408203125,13.9986,33.8214111328125
14.331899999999999,42.21221923828125,14.331899999999999,38.08135986328125,14.331899999999999,35.8868408203125,14.331899999999999,35.8868408203125,14.331899999999999,33.8214111328125
14.665199999999999,40.14678955078125,14.665199999999999,38.08135986328125,14.665199999999999,35.8868408203125,14.665199999999999,35.8868408203125,14.665199999999999,33.8214111328125
14.9985,42.21221923828125,14.9985,38.08135986328125,14.9985,35.8868408203125,14.9985,35.8868408203125,14.9985,33.8214111328125
15.331799999999999,40.14678955078125,15.331799999999999,38.08135986328125,15.331799999999999,35.8868408203125,15.331799999999999,35.8868408203125,15.331799999999999,33.8214111328125
15.665099999999999,38.08135986328125,15.665099999999999,38.08135986328125,15.665099999999999,38.08135986328125,15.665099999999999,35.8868408203125,15.665099999999999,33.8214111328125
15.9984,35.8868408203125,15.9984,38.08135986328125,15.9984,35.8868408203125,15.9984,35.8868408203125,15.9984,33.8214111328125
16.331699999999998,27.49603271484375,16.331699999999998,38.08135986328125,16.331699999999998,35.8868408203125,16.331699999999998,35.8868408203125,16.331699999999998,33.8214111328125
16.664999999999999,25.43060302734375,16.664999999999999,38.08135986328125,16.664999999999999,38.08135986328125,16.664999999999999,38.08135986328125,16.664999999999999,33.8214111328125
16.9983,35.8868408203125,16.9983,38.08135986328125,16.9983,38.08135986328125,16.9983,38.08135986328125,16.9983,33.8214111328125
17.331599999999998,42.21221923828125,17.331599999999998,38.08135986328125,17.331599999999998,35.8868408203125,17.331599999999998,38.08135986328125,17.331599999999998,33.8214111328125
17.664899999999999,42.21221923828125,17.664899999999999,38.08135986328125,17.664899999999999,35.8868408203125,17.664899999999999,38.08135986328125,17.664899999999999,33.8214111328125
17.998200000000001,42.21221923828125,17.998200000000001,38.08135986328125,17.998200000000001,35.8868408203125,17.998200000000001,35.8868408203125,17.998200000000001,33.8214111328125
18.331499999999998,42.21221923828125,18.331499999999998,38.08135986328125,18.331499999999998,35.8868408203125,18.331499999999998,38.08135986328125,18.331499999999998,33.8214111328125
18.6648,42.21221923828125,18.6648,38.08135986328125,18.6648,35.8868408203125,18.6648,35.8868408203125,18.6648,33.8214111328125
18.998100000000001,42.21221923828125,18.998100000000001,38.08135986328125,18.998100000000001,35.8868408203125,18.998100000000001,35.8868408203125,18.998100000000001,33.8214111328125
19.331399999999999,42.21221923828125,19.331399999999999,38.08135986328125,19.331399999999999,35.8868408203125,19.331399999999999,38.08135986328125,19.331399999999999,33.8214111328125
19.6647,42.21221923828125,19.6647,38.08135986328125,19.6647,38.08135986328125,19.6647,38.08135986328125,19.6647,33.8214111328125
19.997999999999998,42.21221923828125,19.997999999999998,38.08135986328125,19.997999999999998,38.08135986328125,19.997999999999998,35.8868408203125,19.997999999999998,33.8214111328125
20.331299999999999,42.21221923828125,20.331299999999999,38.08135986328125,20.331299999999999,38.08135986328125,20.331299999999999,35.8868408203125,20.331299999999999,33.8214111328125
20.6646,42.21221923828125,20.6646,38.08135986328125,20.6646,38.08135986328125,20.6646,38.08135986328125,20.6646,33.8214111328125
20.997899999999998,42.21221923828125,20.997899999999998,38.08135986328125,20.997899999999998,38.08135986328125,20.997899999999998,38.08135986328125,20.997899999999998,33.8214111328125
21.331199999999999,42.21221923828125,21.331199999999999,38.08135986328125,21.331199999999999,38.08135986328125,21.331199999999999,38.08135986328125,21.331199999999999,33.8214111328125
21.6645,42.21221923828125,21.6645,38.08135986328125,21.6645,38.08135986328125,21.6645,35.8868408203125,21.6645,33.8214111328125
